TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
,,,,Verification,GDP-Verfication-1185,These test cases to check records in tables ,
,,,,Folder,GDP-FLD-94,"SRD1011 System shall support ""Sample ID"" barcode label with unlimited length SampleID and Batch/LOT",Please see Overview for details
,,,,Verification,GDP-Verfication-1524,"Overview - SRD1011 System shall support ""Sample ID"" barcode label with unlimited length SampleID and Batch/LOT","PRD: SRD 1011 TFS 3708: System shall support ""Sample ID"" barcode label with unlimited length SampleID and Batch/LOT



 Pre-requisites: 



 Important Note for knowledge:  


 
	 o Modified Print Worklists page to remove the Lot/Batch ID/Range length limit of 12 characters. 
	 o Modified the Order Tests page to remove the Lot/Batch IDs length limit of 12 characters. 
	 o Modified the Samples page to change the Sample ID length limit from 32 to 50 characters. 
	 o This solution will be like the LIMS barcode label where the actual cassette record ID is embedded into the label. Note this solution only work for label printed by GrowthDirect system, however customer printed ""Sample ID"" barcode label shall still have same 32/12 character limits. 
 

 

 Test Scenarios: 

New unlimited SampleID/Lot label

Note 1: The actual label may not contain entire ""Sample ID"" or ""LOT"" however contains embedded cassette ID contain that information

Note 2: Ok to have no ""Sample ID"" and ""LOT"" assuming cassette ID is valid


 
	 o Example 1: ""$SSample1^LotX^12345678"" 
	 o Example 2: ""$^^12345678"" 
	 o Example 3: ""$SSample1^LotX^12345678 :S5"" -- This is a Matrix that in IOQ and IMZ Barcode setting to be turn on . This must be tested with Example1 and 2 (after Example 1 and 2 thoroughly tested) 
 

 

 Configuration with network barcode printer:  


 Note: Method: 30 mins   Image interval: 5 minutes (default back 240 after the test)


 
	 Ensure network Barcode label printer is used 
	 Verify EOS1 printer on network is powered on and connected 
	 GD2 System, go to “General Setting” 
	 Confirm “Bridge Computer” ON. If it is not, click it to turn on. 
	  Set the following items on “barcode Printer” section  
	 Type: Network.      Printer IP : 10.0.0.X    Label : any selections are OK 
	 Click “Save” button 
	 Create Method M1, Action Alert A1, Handling Rule H1 
	 Again create method with using the following long name for a Method 
	  ""Method_SQA_Test_Long_Name"" 
 

  


  Configuration for IOQ barcode reader 


 1. Technician page, File Explorer, Desktop

2. Launch AutoID Network Navigation(EN)

3. Connect IOQ barcode reader(192.168.0.6)

4. Click Table Tab, Additional Data, enable Matching level

5. Go to upper right corner, click ""Send Configuration"" to save the setting


  


  


  


  


  Configuration for IMZ barcode reader 


 1. Technician page, File Explorer, Desktop

2. Launch AutoID Network Navigation(EN)

3. Connect IMZ barcode reader(192.168.0.7)

4. Click Table Tab, Additional Data, enable Matching level

5. Go to upper right corner, click ""Send Configuration"" to save the setting


         


  


  


  


  


 

 Configuration for IOQ and IMZ barcode reader 

1. Technician page, File Explorer, Desktop

2. Launch AutoID Network Navigation(EN)

3. Connect IOQ barcode reader(192.168.0.6)

4. Click Table Tab, Additional Data, enable Matching level

3. Connect IMZ barcode reader(192.168.0.7)

4. Click Table Tab, Additional Data, enable Matching level

5. Go to upper right corner, click ""Send Configuration"" to save the setting


  


  


  "
,,,,Verification,GDP-Verfication-1191,Test 0001 Short Sample ID length and short Lot/Batch," 


  


  


  "
,,,,Verification,GDP-Verfication-1414,Test 0006 Short Sample ID length and short Lot/Batch,"This test case is to test Short Sample ID length and short Lot/Batch 


  


  


  "
,,,,Verification,GDP-Verfication-1419,Test 0011 Short Sample ID length and short Lot/Batch,
,,,,Verification,GDP-Verfication-1413,Test 0002 Long Sample ID length 32 and short Lot/Batch,"This test case is to test Long Sample ID length 32 and short Lot/Batch


  


  


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1415,Test 0007 Long Sample ID length 32 and short Lot/Batch,
,,,,Verification,GDP-Verfication-1421,Test 0012 Long Sample ID length -32 and short Lot/Batch,
,,,,Verification,GDP-Verfication-1192,Test 0003 Long Sample ID length(32) and Long Lot/Batch (18),"This test case is to test a Sample ID with 32 Characters length and Lot/Batch with 18 character lenght


  "
,,,,Verification,GDP-Verfication-1416,Test 0008 Long Sample ID length(32) and Long Lot/Batch (18),This test case is to test a Sample ID with 32 Characters length and Lot/Batch with 18 character lenght
,,,,Verification,GDP-Verfication-1193,Test 0004 Long Sample ID length(50) and Long Lot/Batch (25),"This test case is to test the sample barcode label with Long Sample ID length(50) and Long Lot/Batch (25)


  "
,,,,Verification,GDP-Verfication-1417,Test 0009 Long Sample ID length(50) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1194,Test 0005 Short Sample ID length(10) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1418,Test 0010 Short Sample ID length(10) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1204,Test C: Sample ID length - Short. Lot/Batch: short length,
,,,,Verification,GDP-Verfication-1205,Test 0013 Long Sample ID length -32 and short Lot/Batch,
,,,,Verification,GDP-Verfication-1206,Test 0014 Long Sample ID length(32) and Long Lot/Batch (18),
,,,,Verification,GDP-Verfication-1207,Test C: Long Sample ID length(50) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1208,Test C: Short Sample ID length(10) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1211,Test D: Sample ID length - Short. Lot/Batch: short length,
,,,,Verification,GDP-Verfication-1212,Test D: Long Sample ID length -32 and short Lot/Batch,
,,,,Verification,GDP-Verfication-1213,Test D: Long Sample ID length(32) and Long Lot/Batch (18),
,,,,Verification,GDP-Verfication-1214,Test D: Long Sample ID length(50) and Long Lot/Batch (25),
,,,,Verification,GDP-Verfication-1215,Test D: Short Sample ID length(10) and Long Lot/Batch (25),
,,,,Folder,GDP-FLD-95,SRD1030 LIMS message on LIMS tab in Main screen cannot be expanded,
,,,,Verification,GDP-Verfication-1525,Overview,"Test Case, Written By: Hoang Thai Date: 10/17/2017 Reviewed By: Bruce Brennan Date: 0/17/2017



PRD SRD1030 TFS_2401_LIMS message on LIMS tab in Main screen cannot be expanded



Pre-requisites:

1. LIMS license

2.

Note: Please copy all Test Data to \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1030 TFS2401 LIMS message on LIMS tab in Main screen cannot be expanded"
,,,,Verification,GDP-Verfication-1217,Test Horizontal scroll bar availability in LIMS Tab,"This test case is to test LIMS Tab's Horizontal scroll bar availability


  


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1498,"Test ""Delete request File"" event can be viewed clearly in LIMS tab (TFS3673)","This test case is for TFS3673  


  


 This test case is to test that Delete file: LIMS123_YYY_MM_DD_XXXX.Request file can clearly be viewed by moving the Horizontal bar to make room for view


  


  


  


  


  


  "
,,,,Folder,GDP-FLD-98,SRD1035,
,,,,Verification,GDP-Verfication-1527,Overview,"Test Case, Written By:  Hoang Thai  Date: 10/17/2017          Reviewed By:    Bruce Brennan             Date: 0/17/2017

PRD SRD1035 TFS 2363: Worklist - Import - Previously added samples (and removed) won't be added from the second time on

Pre-requisites: 
1.  Copy SQA worklist import.csv to your local drive. 
\\10.0.0.48\sqa\2.3.2_SW_Project\VVR\PRD\TFS_2363 Worklist - Import - Previously added samples (and removed) won't be added from the second time on\Test Data

Test Scenarios:"
,,,,Verification,GDP-Verfication-1234,Test: Existing worklist can be deleted and re-imported again,
,,,,Folder,GDP-FLD-96,SRD1031 Manual Enter S/N Upper/Lower case,
,,,,Verification,GDP-Verfication-1218,Overview,"Test Case, Written By:  Hoang Thai  Date: 10/17/2017          Reviewed By:    Bruce Brennan             Date: 0/17/2017

PRD SRD1031 TFS_2273 - Barcode - serial number is case-sensitive

Pre-requisites: 
1. Create a method with incubation time: 15 minutes
Note: Please copy all Test Data to \\10.0.0.48\sqa\2.3.2_SW_Project\VVR\PRD\TFS_2273 - Barcode - serial number is case-sensitive\Test Data"
,,,,Verification,GDP-Verfication-1219,EM Test: Manually enter serial number with all lower cases,
,,,,Verification,GDP-Verfication-1220,EM Test: Manually enter serial number with all upper cases,
,,,,Verification,GDP-Verfication-1221,EM Test: Manually enter serial number with a few upper cases and a few lower cases,
,,,,Verification,GDP-Verfication-1222,Filtration Test: Manually enter serial number with all lower cases,
,,,,Verification,GDP-Verfication-1223,Filtration Test: Manually enter serial number with all upper cases,
,,,,Verification,GDP-Verfication-1224,Filtration Test: Manually enter serial number a few upper cases and a few lower cases,
,,,,Verification,GDP-Verfication-1225,Sterility Test: Manually enter serial number with all lower cases,
,,,,Verification,GDP-Verfication-1226,Sterility Test: Manually enter serial number with all upper cases,
,,,,Verification,GDP-Verfication-1227,Sterility Test: Manually enter serial number with a few upper cases and a few lower cases,
,,,,Folder,GDP-FLD-99,SRD1038 Incubator settings - Out of bound Upper/Lower alarm value saved even error message displayed while saving,
,,,,Verification,GDP-Verfication-1528,Overview,"Test Case, Written By: Hoang Thai Date: 10/17/2017 Reviewed By: Bruce Brennan Date: 0/17/2017



PRD SRD 1038 TFS_2308 Incubator settings - Out of bound UpperLower alarm value saved even error message displayed while saving



Pre-requisites:

Default temperature value

Top Incubator

Target: 32.5

Lower Alarm Level: 30

Upper Alarm Level: 35

Top Incubator

Target: 22.5

Lower Alarm Level: 20

Upper Alarm Level: 25

Note: Please copy \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1038 TFS2308 Incubator settings  Out of bound UpperLower alarm value saved even error message displayed while saving"
,,,,Verification,GDP-Verfication-1236,Top Incubator Test: not allow to save lower than 19 in Lower Alarm Level field,
,,,,Verification,GDP-Verfication-1237,Top Incubator Test: not allow to save higher than 46 in High Alarm Level field,
,,,,Verification,GDP-Verfication-1238,Bottom Incubator Test: not allow to save lower than 19 in Lower Alarm Level field,
,,,,Verification,GDP-Verfication-1239,Bottom Incubator Test: not allow to save higher than 46 in High Alarm Level field,
,,,,Folder,GDP-FLD-100,SRD1042,
,,,,Verification,GDP-Verfication-1529,Overview,"Test Case, Written By:  Hoang Thai  Date: 10/25/2017          Reviewed By:    Bruce Brennan             Date: 0/25/2017

PRD SRD1042 TFS 2827 Cancel page Incubation End time was displayed as previous image time
Note: Screenshots can be found \\10.0.0.48\sqa\2.3.2_SW_Project\VVR\PRD\SRD_1042_TFS_2827 Cancel page Incubation End time was displayed as previous image time
Pre-requisites: 
1. Ensure to have completed tests and running (live) test
2."
,,,,Verification,GDP-Verfication-1241,Cancel Page - Incubation End Test: Incubation End is same as Cassette details' Finish Time,
,,,,Verification,GDP-Verfication-1242,Cancel Page - Incubation End Test: Incubation Start is same as Cassette details' Start Time,
,,,,Folder,GDP-FLD-101,SRD1045,
,,,,Verification,GDP-Verfication-1530,Overview,"Test Case, Written By:  Hoang Thai  Date: 10/27/2017          Reviewed By:    Bruce Brennan             Date: 0/27/2017

PRD SRD1045 TFS 2481: LIMS - When deleting Method/ActionAlert/Handling which in use by default in LIMS settings, it does not throw any warning

Pre-requisites: 
1. Referrence to \\10.0.0.48\sqa\2.3.2_SW_Project\VVR\PRD\TFC_2481 LIMS - When deleting MethodActionAlertHandling which in use by default in LIMS settings, it does not throw any warning\Screenshots
2."
